co_ibge_6d,termo,coef_excluido,delta,dfbeta,n_excluido
240800,estrato_interior_proximo_polo,0.1281356945081107,0.001533732316568448,0.03554694847465356,17
291840,estrato_capital,0.2287357422202516,-0.003042604175602648,-0.03537078459449015,10
150510,estrato_capital,0.22877803858467238,-0.0030003078111818515,-0.03487908225376036,2
320530,estrato_capital,0.23476094767688688,0.002982601281032643,0.03467324086668626,1
110140,estrato_metropolitano,0.29633484212168787,0.0021010434577547477,0.03464866448568654,2
420420,estrato_capital,0.234739641431418,0.002961295035563777,0.03442555218439247,3
230370,estrato_metropolitano,0.2921599580455884,-0.0020738406183447022,-0.0342000578410701,1
230765,estrato_metropolitano,0.2921599580455885,-0.0020738406183446467,-0.034200057841069186,1
221060,estrato_interior_proximo_polo,0.12513774173917508,-0.0014642204523671598,-0.033935888559929496,6
240060,estrato_metropolitano,0.292177072104227,-0.0020567265597061235,-0.03391782699355105,1
330070,estrato_interior_proximo_polo,0.12514352409788326,-0.0014584380936589758,-0.0338018722098524,9
120020,estrato_metropolitano,0.2922131467909851,-0.0020206518729480316,-0.03332291320759676,5
290320,estrato_metropolitano,0.29221941196443935,-0.0020143866994937754,-0.03321959316813736,10
210860,estrato_interior_proximo_polo,0.1280330668680646,0.0014311046765223545,0.03316837211332606,7
521040,estrato_metropolitano,0.29223053455691417,-0.002003264107018954,-0.03303616860666591,1
210300,estrato_interior_proximo_polo,0.12518435746494908,-0.0014176047265931635,-0.032855486990309914,10
110034,estrato_interior_proximo_polo,0.12519279953063794,-0.001409162660904295,-0.03265982724524223,1
314810,estrato_interior_proximo_polo,0.12800973371182464,0.0014077715202824026,0.03262758511050124,9
210140,estrato_metropolitano,0.29225650646398765,-0.0019772921999454685,-0.03260786147626306,7
310150,estrato_capital,0.2290133481906756,-0.0027649982051786426,-0.032143568560032754,5
150747,estrato_capital,0.2345415705432524,0.002763224147398158,0.03212294484035378,2
316860,estrato_capital,0.2290184817283307,-0.002759864667523537,-0.032083890322533955,17
312800,estrato_metropolitano,0.2922890455742314,-0.0019447530897017118,-0.03207125348305976,4
210160,estrato_interior_proximo_polo,0.1279844804362935,0.001382518244751274,0.032042295960351685,2
430900,estrato_capital,0.2290237424131043,-0.0027546039827499313,-0.03202273397842624,1
241120,estrato_interior_proximo_polo,0.12522049867917795,-0.0013814635123642893,-0.032017850679118665,5
317080,estrato_metropolitano,0.2922978701291229,-0.0019359285348102273,-0.03192572624965483,1
310090,estrato_capital,0.23452240897614182,0.0027440625802875873,0.03190018840420756,9
351390,estrato_interior_proximo_polo,0.1252391213552859,-0.001362840836256346,-0.03158623735199628,1
